YEAR,QUARTER,R,T,H,CLIMATE_RISK,DENGUE,MALARIA,Q_NUM,TIME,APOLLOHOSP_PRICE,AUROPHARMA_PRICE,CIPLA_PRICE,DRREDDY_PRICE,LUPIN_PRICE,SUNPHARMA_PRICE,APOLLOHOSP_VOL,AUROPHARMA_VOL,CIPLA_VOL,DRREDDY_VOL,LUPIN_VOL,SUNPHARMA_VOL
1921.0,Q3,965.3,27.69,33.645869640989886,0.7092728995591582,3546.364497795791,1985.9641187656428,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921.0,Q4,101.9,22.5,4.336170212765957,0.7092728995591582,1418.5457991183166,1134.8366392946532,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.0,Q1,38.7,20.53,1.7974918718067814,0.6440679484706199,644.06794847062,1030.5087175529918,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.0,Q2,96.1,27.88,3.327562326869806,0.6440679484706199,1288.13589694124,1288.1358969412397,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.0,Q3,938.5,27.6,32.81468531468531,0.6440679484706199,3220.3397423531,1803.3902557177355,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.0,Q4,130.9,22.33,5.610801543077583,0.6440679484706199,1288.13589694124,1030.5087175529918,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923.0,Q1,60.5,20.01,2.8795811518324603,0.5167755462938566,516.7755462938566,826.8408740701706,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923.0,Q2,110.3,27.44,3.878340365682138,0.5167755462938566,1033.5510925877131,1033.5510925877131,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923.0,Q3,886.4000000000001,27.9,30.671280276816614,0.5167755462938566,2583.877731469283,1446.9715296227982,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923.0,Q4,91.4,22.64,3.866328257191201,0.5167755462938566,1033.5510925877131,826.8408740701706,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924.0,Q1,43.0,20.39,2.0102851799906496,0.6943600475200148,694.3600475200149,1110.9760760320237,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924.0,Q2,106.1,27.82,3.68147120055517,0.6943600475200148,1388.7200950400295,1388.7200950400295,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924.0,Q3,959.3,27.92,33.17081604426002,0.6943600475200148,3471.800237600074,1944.208133056041,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924.0,Q4,137.5,22.55,5.83864118895966,0.6943600475200148,1388.7200950400295,1110.9760760320237,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925.0,Q1,24.2,19.4,1.1862745098039216,0.5022378447045565,502.2378447045565,803.5805515272904,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925.0,Q2,160.2,27.5,5.621052631578947,0.5022378447045565,1004.475689409113,1004.4756894091128,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925.0,Q3,880.3,27.57,30.8120406020301,0.5022378447045565,2511.1892235227824,1406.265965172758,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925.0,Q4,124.8,22.71,5.263601855757065,0.5022378447045565,1004.475689409113,803.5805515272904,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926.0,Q1,38.6,20.9,1.762557077625571,0.6865565442388494,686.5565442388494,1098.490470782159,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926.0,Q2,152.89999999999998,26.74,5.511896178803172,0.6865565442388494,1373.1130884776987,1373.1130884776987,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926.0,Q3,956.2,28.13,32.825266048747,0.6865565442388494,3432.7827211942467,1922.358323868778,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926.0,Q4,78.5,22.37,3.359007274283269,0.6865565442388494,1373.1130884776987,1098.490470782159,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927.0,Q1,47.8,20.05,2.2707838479809976,0.674665700087035,674.665700087035,1079.465120139256,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927.0,Q2,109.1,26.97,3.9006077940650696,0.674665700087035,1349.33140017407,1349.33140017407,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927.0,Q3,951.1,27.69,33.15092366678285,0.674665700087035,3373.328500435174,1889.063960243698,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927.0,Q4,136.6,22.77,5.746739587715608,0.674665700087035,1349.33140017407,1079.465120139256,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928.0,Q1,61.2,20.58,2.83595922150139,0.4413439846734235,441.3439846734236,706.1503754774776,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928.0,Q2,110.1,27.56,3.8550420168067223,0.4413439846734235,882.6879693468471,882.687969346847,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928.0,Q3,855.4,27.79,29.71170545328239,0.4413439846734235,2206.7199233671176,1235.7631570855858,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928.0,Q4,173.70000000000002,22.92,7.261705685618729,0.4413439846734235,882.6879693468471,706.1503754774776,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929.0,Q1,48.2,19.99,2.296331586469748,0.4460451533674129,446.0451533674129,713.6722453878607,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929.0,Q2,134.9,27.77,4.688912061174835,0.4460451533674129,892.0903067348258,892.0903067348258,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929.0,Q3,857.3,27.71,29.860675722744684,0.4460451533674129,2230.2257668370644,1248.926429428756,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929.0,Q4,152.6,22.58,6.471586089906701,0.4460451533674129,892.0903067348258,713.6722453878607,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.0,Q1,46.7,19.77,2.2484352431391432,0.4434185986827237,443.41859868272377,709.4697578923581,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.0,Q2,135.8,27.22,4.812189936215451,0.4434185986827237,886.8371973654475,886.8371973654475,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.0,Q3,856.2,27.65,29.884816753926703,0.4434185986827237,2217.092993413619,1241.5720763116265,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.0,Q4,160.0,22.76,6.7340067340067336,0.4434185986827237,886.8371973654475,709.4697578923581,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931.0,Q1,45.3,20.69,2.0885200553250343,0.6693685005837259,669.3685005837259,1070.9896009339616,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931.0,Q2,115.7,27.72,4.0285515320334255,0.6693685005837259,1338.7370011674518,1338.7370011674518,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931.0,Q3,949.1,28.04,32.68250688705234,0.6693685005837259,3346.842502918629,1874.2318016344325,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931.0,Q4,182.9,22.89,7.655922980326497,0.6693685005837259,1338.7370011674518,1070.9896009339616,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932.0,Q1,32.099999999999994,20.33,1.5049226441631502,0.5250787341101617,525.0787341101617,840.1259745762587,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932.0,Q2,136.8,27.32,4.830508474576272,0.5250787341101617,1050.1574682203234,1050.1574682203234,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932.0,Q3,889.8,27.88,30.810249307479225,0.5250787341101617,2625.393670550809,1470.2204555084527,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932.0,Q4,144.1,22.94,6.019214703425229,0.5250787341101617,1050.1574682203234,840.1259745762587,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933.0,Q1,46.1,20.27,2.1673718852844384,0.8424526624503823,842.4526624503824,1347.9242599206118,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933.0,Q2,175.60000000000002,26.78,6.3210943124550045,0.8424526624503823,1684.9053249007648,1684.9053249007643,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933.0,Q3,1019.8,27.46,35.83274771609276,0.8424526624503823,4212.263312251912,2358.86745486107,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933.0,Q4,130.6,22.75,5.498947368421052,0.8424526624503823,1684.9053249007648,1347.9242599206118,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
